,기업명,휴폐업발생일자,휴폐업1년전날짜
3814,"""디웍스앤컴퍼니""",2020.02.13,2019.02.13
3815,"""아이콘서플라이컴퍼니""",2021.08.24,2020.08.24
3816,"""서원관리""",2019.12.31,2018.12.31
3817,"""휴메인시스템""",2021.04.19,2020.04.19
3818,"""레드모바일""",2020.08.31,2019.08.31
3819,"""주연어패럴""",2021.07.30,2020.07.30
3820,"""풍산레이저코리아""",2022.06.07,2021.06.07
3821,"""솔리드웨어""",2022.07.15,2021.07.15
3822,"""소울디자인웍스""",2020.09.11,2019.09.11
3823,"""대산기술""",2020.08.31,2019.08.31
3824,"""경동솔라""",2020.07.16,2019.07.16
3825,"""조은포크농업회사법인""",2021.09.17,2020.09.17
3826,"""탑앤씨""",2022.07.31,2021.07.31
3827,"""아이솝""",2021.10.05,2020.10.05
3828,"""예스신환""",2021.05.21,2020.05.21
3829,"""예스신환""",2020.02.01,2019.02.01
3830,"""하우이씨엠""",2020.09.30,2019.09.30
3831,"""하늘기업동해연구소및공장""",2020.12.31,2019.12.31
3832,"""대현하이텍충주이공장""",2022.07.22,2021.07.22
3833,"""뉴스타""",2019.11.08,2018.11.08
3834,"""콤파""",2021.12.31,2020.12.31
3835,"""로쉬""",2020.09.30,2019.09.30
3836,"""열린""",2022.01.14,2021.01.14
3837,"""재인컴포드""",2021.09.02,2020.09.02
3838,"""제이피푸드""",2020.10.28,2019.10.28
3839,"""바다물산""",2019.12.31,2018.12.31
3840,"""여민""",2020.03.17,2019.03.17
3841,"""팬톤에이디""",2020.01.08,2019.01.08
3842,"""에이치엘커머스""",2022.02.21,2021.02.21
3843,"""킹스테이블""",2020.01.15,2019.01.15
3844,"""제일피엔이""",2021.11.25,2020.11.25
3845,"""삼미건설""",2020.09.02,2019.09.02
3846,"""모두이엔씨""",2020.10.31,2019.10.31
3847,"""유진공조""",2021.09.30,2020.09.30
3848,"""헤브론""",2021.09.27,2020.09.27
3849,"""대교산업개발""",2022.06.09,2021.06.09
3850,"""성산프로폴""",2021.12.08,2020.12.08
3851,"""청보산업개발""",2021.03.26,2020.03.26
3852,"""참푸드""",2019.09.30,2018.09.30
3853,"""청보""",2020.07.31,2019.07.31
3854,"""청보""",2020.01.13,2019.01.13
3855,"""갑부농산""",2020.06.30,2019.06.30
3856,"""송추가마골구월지점""",2020.06.30,2019.06.30
3857,"""에이스디앤시""",2021.03.31,2020.03.31
3858,"""농업회사법인해밀유통""",2021.09.30,2020.09.30
3859,"""제이원파트너스""",2022.03.31,2021.03.31
3860,"""한국종합전기""",2020.07.31,2019.07.31
3861,"""위너""",2021.08.20,2020.08.20
3862,"""태보산업""",2021.05.10,2020.05.10
3863,"""비케이수산""",2022.05.03,2021.05.03
3864,"""아진공조""",2022.04.28,2021.04.28
3865,"""에스앤에스푸드""",2022.07.31,2021.07.31
3866,"""마스턴제10호기업구조조정부동산투자회사""",2019.02.28,2018.02.28
3867,"""비거트유산균""",2021.12.27,2020.12.27
3868,"""청명종합건설""",2020.12.04,2019.12.04
3869,"""아이시스""",2021.01.20,2020.01.20
3870,"""최게바라기획사""",2020.01.09,2019.01.09
3871,"""마샬코퍼레이션""",2022.06.01,2021.06.01
3872,"""이지센싱""",2020.08.19,2019.08.19
3873,"""브로콜릭""",2022.04.23,2021.04.23
3874,"""라프텔""",2019.10.08,2018.10.08
3875,"""현서코리아""",2021.09.13,2020.09.13
3876,"""현서코리아""",2019.12.31,2018.12.31
3877,"""휴메이저""",2020.12.24,2019.12.24
3878,"""바다의달""",2021.04.30,2020.04.30
3879,"""이룸엔지니어링""",2022.01.31,2021.01.31
3880,"""베올리아코리아에너지""",2022.08.01,2021.08.01
3881,"""아로스""",2021.05.31,2020.05.31
3882,"""소나무""",2020.12.01,2019.12.01
3883,"""비더블유시스템""",2020.08.28,2019.08.28
3884,"""더조은건설""",2022.06.14,2021.06.14
3885,"""태흥""",2021.10.07,2020.10.07
3886,"""에코유통""",2019.12.04,2018.12.04
3887,"""모헤닉플래닛""",2022.07.31,2021.07.31
3888,"""모헤닉플래닛""",2020.11.25,2019.11.25
3889,"""천광로지스""",2020.11.03,2019.11.03
3890,"""에프엠무역""",2021.04.30,2020.04.30
3891,"""펄사크리에이티브""",2021.01.29,2020.01.29
3892,"""아키토이""",2020.02.24,2019.02.24
3893,"""지유디이에스""",2020.07.21,2019.07.21
3894,"""올리브앤제주피에프브이""",2019.10.31,2018.10.31
3895,"""옐로유통""",2021.08.31,2020.08.31
3896,"""이연에프엔씨""",2020.07.31,2019.07.31
3897,"""성우지반엔지니어링""",2020.06.30,2019.06.30
3898,"""한포스화성공장""",2020.03.31,2019.03.31
3899,"""브릿지테크놀러지""",2021.07.08,2020.07.08
3900,"""솔티""",2021.08.30,2020.08.30
3901,"""아띠""",2020.12.31,2019.12.31
3902,"""엔투""",2020.12.31,2019.12.31
3903,"""코스앤코""",2021.12.31,2020.12.31
3904,"""민코넷""",2022.06.07,2021.06.07
3905,"""도엘""",2020.12.31,2019.12.31
3906,"""아이앤아이""",2021.07.30,2020.07.30
3907,"""엘씨휀스""",2020.03.31,2019.03.31
3908,"""둠밈종합건설""",2020.06.17,2019.06.17
3909,"""글로벌지엘""",2021.06.27,2020.06.27
3910,"""무성식품""",2020.07.23,2019.07.23
3911,"""동아폴리텍""",2020.07.31,2019.07.31
3912,"""하늘채""",2020.09.25,2019.09.25
3913,"""삼신이앤비용산지점""",2019.09.30,2018.09.30
3914,"""한일팜스""",2020.09.30,2019.09.30
3915,"""유일기기""",2019.12.10,2018.12.10
3916,"""금강석유(주)빛나는주유소""",2019.06.30,2018.06.30
3917,"""다이노나(주)바이오의약사업부""",2021.11.08,2020.11.08
3918,"""모우소프트""",2019.12.31,2018.12.31
3919,"""에이원플랫폼""",2021.09.06,2020.09.06
3920,"""승진소방""",2020.09.29,2019.09.29
3921,"""혜림주택""",2019.10.11,2018.10.11
3922,"""한우리""",2019.08.30,2018.08.30
3923,"""패밀리클럽""",2022.06.30,2021.06.30
3924,"""비앤지인터내셔날""",2022.06.10,2021.06.10
3925,"""네오위즈플레이스튜디오""",2020.12.21,2019.12.21
3926,"""시그널나인""",2022.07.20,2021.07.20
3927,"""대명기획""",2019.09.30,2018.09.30
3928,"""다온21""",2021.12.31,2020.12.31
3929,"""대윤지오텍""",2019.12.31,2018.12.31
3930,"""행복한동행""",2022.06.30,2021.06.30
3931,"""에스에프에이서비스""",2018.12.31,2017.12.31
3932,"""천계국제여행사""",2020.12.31,2019.12.31
3933,"""스마티""",2020.12.14,2019.12.14
3934,"""피티파워""",2020.06.26,2019.06.26
3935,"""비지니스호텔뉴타운""",2019.12.31,2018.12.31
3936,"""청진테크""",2021.12.31,2020.12.31
3937,"""에스와이에스엘""",2022.07.31,2021.07.31
3938,"""지천글로벌""",2020.05.08,2019.05.08
3939,"""다안피앤티""",2021.04.23,2020.04.23
3940,"""제성푸드빌""",2020.12.11,2019.12.11
3941,"""좋은라이프""",2021.01.04,2020.01.04
3942,"""좋은라이프""",2020.12.11,2019.12.11
3943,"""바람이엔지""",2020.11.30,2019.11.30
3944,"""에이피코스메틱""",2020.06.15,2019.06.15
3945,"""선진건설산업""",2020.09.30,2019.09.30
3946,"""경서""",2021.08.06,2020.08.06
3947,"""예신""",2021.12.29,2020.12.29
3948,"""주일환경기술""",2022.02.09,2021.02.09
3949,"""성우아이디건설동대구지점""",2019.06.30,2018.06.30
3950,"""세인티앤엘""",2019.04.30,2018.04.30
3951,"""세인티앤엘""",2020.06.30,2019.06.30
3952,"""오에스이지점""",2020.06.30,2019.06.30
3953,"""포워드퓨처""",2020.06.01,2019.06.01
3954,"""펀네트웍스""",2021.10.12,2020.10.12
3955,"""역삼피에프브이""",2019.12.27,2018.12.27
3956,"""케이에스코""",2022.04.15,2021.04.15
3957,"""씨엔케이푸드""",2020.05.06,2019.05.06
3958,"""그린석재""",2019.12.19,2018.12.19
3959,"""에스티에스광양개발""",2020.03.31,2019.03.31
3960,"""시온이엔씨""",2020.06.30,2019.06.30
3961,"""삼성제약헬스케어""",2019.11.28,2018.11.28
3962,"""이조움""",2021.02.16,2020.02.16
3963,"""대한진공엔지니어링""",2022.03.31,2021.03.31
3964,"""푸른자원""",2020.08.03,2019.08.03
3965,"""엠제이에스""",2022.04.06,2021.04.06
3966,"""엠제이에스""",2021.07.20,2020.07.20
3967,"""제이엘코스메틱""",2020.06.30,2019.06.30
3968,"""남순남""",2022.07.25,2021.07.25
3969,"""남순남""",2019.05.03,2018.05.03
3970,"""에스앤피프렌즈""",2020.09.30,2019.09.30
3971,"""초이스하이테크""",2019.09.19,2018.09.19
3972,"""케이앤글로벌""",2021.06.30,2020.06.30
3973,"""착한""",2022.06.20,2021.06.20
3974,"""더존지퍼""",2022.06.30,2021.06.30
3975,"""유앤아이시스템""",2021.02.28,2020.02.28
3976,"""우리디벨럽먼트""",2020.10.12,2019.10.12
3977,"""건강한""",2021.06.21,2020.06.21
3978,"""조은조경공사""",2019.12.31,2018.12.31
3979,"""에코실버""",2020.06.09,2019.06.09
3980,"""성우유통""",2020.07.31,2019.07.31
3981,"""이앤이솔루션""",2018.12.31,2017.12.31
3982,"""비앤비코퍼레이션""",2022.05.31,2021.05.31
3983,"""웨이웨어러블""",2022.06.07,2021.06.07
3984,"""두조원이앤씨""",2021.06.24,2020.06.24
3985,"""도봉농민마트""",2020.07.31,2019.07.31
3986,"""코크렙하우징제1호위탁관리부동산투자회사""",2020.06.19,2019.06.19
3987,"""파운틴밸리프로젝트금융회사""",2020.09.18,2019.09.18
3988,"""지스타""",2021.12.31,2020.12.31
3989,"""세림이앤씨""",2021.03.31,2020.03.31
3990,"""농원""",2021.03.30,2020.03.30
3991,"""뱅크퍼니처""",2021.05.31,2020.05.31
3992,"""파인에바""",2021.11.28,2020.11.28
3993,"""피앤피""",2018.02.28,2017.02.28
3994,"""볼트컴퍼니""",2021.07.31,2020.07.31
3995,"""한돌""",2020.12.31,2019.12.31
3996,"""지오케어""",2020.09.29,2019.09.29
3997,"""알제이홀딩즈""",2020.12.23,2019.12.23
3998,"""동원개발프로젝트금융투자""",2019.11.20,2018.11.20
3999,"""성운엔지니어링""",2021.01.08,2020.01.08
4000,"""라은테크""",2021.04.21,2020.04.21
4001,"""제이엔씨대부""",2021.04.06,2020.04.06
4002,"""오피스디포강남대로""",2020.02.12,2019.02.12
4003,"""부농 군산지점""",2020.06.30,2019.06.30
4004,"""원유통""",2020.08.24,2019.08.24
4005,"""세모코아""",2020.11.10,2019.11.10
4006,"""티앤케이인터내셔널""",2022.04.30,2021.04.30
4007,"""대명에프앤에스""",2020.03.31,2019.03.31
4008,"""현대페트로""",2021.12.23,2020.12.23
4009,"""아이티코리아""",2022.07.01,2021.07.01
4010,"""피에프브이민""",2020.10.14,2019.10.14
4011,"""에스와이엠""",2021.11.30,2020.11.30
4012,"""박경애홀딩스""",2020.06.30,2019.06.30
4013,"""더조은산업개발""",2022.06.16,2021.06.16
4014,"""대림기전""",2021.08.17,2020.08.17
4015,"""케이에스피""",2022.06.30,2021.06.30
4016,"""제이케이앤다우닝가구""",2020.12.31,2019.12.31
4017,"""대하디아이피""",2021.05.10,2020.05.10
4018,"""엘엘제이산업""",2022.06.09,2021.06.09
4019,"""쿡박스""",2021.06.25,2020.06.25
4020,"""쿡박스""",2020.02.21,2019.02.21
4021,"""사우테크""",2019.12.31,2018.12.31
4022,"""제이에프아이앤씨""",2022.04.13,2021.04.13
4023,"""뉴라이크""",2021.07.16,2020.07.16
4024,"""만복당""",2020.03.31,2019.03.31
4025,"""신성기어""",2022.04.22,2021.04.22
4026,"""금오물산""",2019.12.31,2018.12.31
4027,"""이너스코리아""",2020.04.14,2019.04.14
4028,"""서우""",2019.04.23,2018.04.23
4029,"""씨엔테크""",2019.12.27,2018.12.27
4030,"""엘앤케이에프앤씨""",2022.07.07,2021.07.07
4031,"""베스트플랜에이""",2021.08.31,2020.08.31
4032,"""버블윅""",2020.04.15,2019.04.15
4033,"""해동종합건설""",2022.02.16,2021.02.16
4034,"""이현기획""",2020.03.31,2019.03.31
4035,"""사운드브릿지""",2020.02.24,2019.02.24
4036,"""필컴퍼니""",2021.09.30,2020.09.30
4037,"""서해케미칼""",2021.06.01,2020.06.01
4038,"""동도이앤씨호텔이스키아""",2020.03.18,2019.03.18
4039,"""보라국제여행사""",2020.12.31,2019.12.31
4040,"""삼우""",2020.05.25,2019.05.25
4041,"""젠나인소프트""",2021.06.10,2020.06.10
4042,"""마스턴제13호기업구조조정부동산투자회사""",2021.04.13,2020.04.13
4043,"""써드아이시큐리티""",2020.01.13,2019.01.13
4044,"""피에이통상""",2020.12.31,2019.12.31
4045,"""쿠핏""",2022.08.01,2021.08.01
4046,"""산천농산""",2020.08.31,2019.08.31
4047,"""우림산업""",2020.09.23,2019.09.23
4048,"""디엔제이스틸""",2021.03.31,2020.03.31
4049,"""메가무역""",2020.03.31,2019.03.31
4050,"""원영건설""",2021.07.23,2020.07.23
4051,"""심산""",2020.12.31,2019.12.31
4052,"""아이나푸드""",2020.12.31,2019.12.31
4053,"""옵테일러""",2020.12.31,2019.12.31
4054,"""검단""",2020.10.31,2019.10.31
4055,"""미르정보""",2020.08.31,2019.08.31
4056,"""지안""",2021.09.30,2020.09.30
4057,"""우림텍""",2021.09.30,2020.09.30
4058,"""왕성""",2021.06.15,2020.06.15
4059,"""에스에이치건설""",2021.12.31,2020.12.31
4060,"""에스티오지점""",2019.12.31,2018.12.31
4061,"""임오산업서대문지점""",2021.06.30,2020.06.30
4062,"""엠티데이타카페베네고신대병원점""",2022.06.24,2021.06.24
4063,"""미래엔시스수원지점""",2022.06.30,2021.06.30
4064,"""넷아스기술(지점)""",2019.06.30,2018.06.30
4065,"""듀링제3공장""",2019.08.02,2018.08.02
4066,"""나루지엠에스""",2022.06.30,2021.06.30
4067,"""서울고속관광강남지점""",2021.12.29,2020.12.29
4068,"""지지케이""",2020.03.13,2019.03.13
4069,"""순환골재협회오류동지점""",2018.12.31,2017.12.31
4070,"""와이디온라인지앤씨센터""",2018.12.31,2017.12.31
4071,"""청우에이스""",2021.06.30,2020.06.30
4072,"""에잇퍼센트대부""",2021.10.22,2020.10.22
4073,"""에스디지노믹스""",2020.10.31,2019.10.31
4074,"""광미트코리아""",2021.02.17,2020.02.17
4075,"""홍대입구동교동프로젝트금융투자""",2022.06.30,2021.06.30
4076,"""쌍령피에프브이""",2020.03.05,2019.03.05
4077,"""홈스토리""",2020.04.09,2019.04.09
4078,"""마우키스튜디오""",2019.11.30,2018.11.30
4079,"""다호""",2019.12.31,2018.12.31
4080,"""에스비전자""",2021.10.13,2020.10.13
4081,"""경농피엘에이""",2021.06.30,2020.06.30
4082,"""에스이티""",2020.02.28,2019.02.28
4083,"""한샘클린""",2020.12.10,2019.12.10
4084,"""에코건설이엔지""",2020.04.27,2019.04.27
4085,"""라임종합건설""",2021.09.30,2020.09.30
4086,"""케빈오차드""",2020.10.08,2019.10.08
4087,"""골든쉘금고""",2021.03.10,2020.03.10
4088,"""인월""",2021.07.01,2020.07.01
4089,"""문경약돌돼지용호지점""",2021.06.30,2020.06.30
4090,"""코스니크홍대지점""",2019.12.31,2018.12.31
4091,"""카페마마스상암엠비씨점""",2021.06.30,2020.06.30
4092,"""동아식품(주)성남지점맑은한우""",2020.01.08,2019.01.08
4093,"""비와이씨마트묵동지점""",2019.10.09,2018.10.09
4094,"""신포우리만두(광주직영점)""",2019.11.15,2018.11.15
4095,"""천일에너지천일주유소""",2020.09.30,2019.09.30
4096,"""홀리카홀리카(충장로점)""",2020.06.30,2019.06.30
4097,"""트렉스타광주흑석직매장""",2019.06.30,2018.06.30
4098,"""에프씨엔애드부산연산점""",2021.10.28,2020.10.28
4099,"""띠아모커피한님대사회경영관점""",2020.08.26,2019.08.26
4100,"""윈""",2020.02.14,2019.02.14
4101,"""링코제일링코코엑스점""",2020.12.31,2019.12.31
4102,"""즐거운세상거제지점""",2019.04.12,2018.04.12
4103,"""세븐스프링스목동41타워점""",2020.06.30,2019.06.30
4104,"""이연에프엔씨""",2020.03.31,2019.03.31
4105,"""메타월드중구지점(베이""",2020.12.31,2019.12.31
4106,"""대신철강(주)폐차사업소""",2019.11.30,2018.11.30
4107,"""와이케이동그라미노원상계지점""",2021.12.15,2020.12.15
4108,"""태진인터내셔날신사동지점""",2019.05.02,2018.05.02
4109,"""핫독김해지점""",2021.03.31,2020.03.31
4110,"""더드림홀딩스(카페드림계명대학교점)""",2018.12.31,2017.12.31
4111,"""마무트코리아대전유성지점""",2020.09.29,2019.09.29
4112,"""이자르태릉노블점""",2021.07.31,2020.07.31
4113,"""씨엠에스에듀케이션""",2020.12.18,2019.12.18
4114,"""후지유통(주)수지점""",2021.03.31,2020.03.31
4115,"""믹스앤베이크올림픽점""",2020.05.07,2019.05.07
4116,"""삿뽀로구미점(주)엔타스시스템""",2020.07.31,2019.07.31
4117,"""비와이씨마트성남지점""",2019.10.09,2018.10.09
4118,"""후지유통(주)파주운정점""",2021.03.31,2020.03.31
4119,"""빅터아이앤디동대문점""",2019.01.10,2018.01.10
4120,"""인커스""",2021.03.31,2020.03.31
4121,"""페어몬트인베스트먼트코바치명동점""",2020.02.29,2019.02.28
4122,"""위즈코리아중계직영원""",2020.06.30,2019.06.30
4123,"""국순당우리들술맛나는세상도봉""",2020.03.26,2019.03.26
4124,"""제이에이치푸드""",2021.06.30,2020.06.30
4125,"""봉구비어(마린시티점)""",2018.12.20,2017.12.20
4126,"""대현하이웨이동명하주유소""",2021.01.11,2020.01.11
4127,"""씨앤에스유통(주)김포신도시주""",2020.10.31,2019.10.31
4128,"""송추가마골교현지점""",2020.06.30,2019.06.30
4129,"""보성테크코와핀청량리점""",2020.03.31,2019.03.31
4130,"""지앤비영어본사직영학원""",2021.02.28,2020.02.28
4131,"""소일산업(주)뉴타운지하상가""",2020.06.30,2019.06.30
4132,"""큰옷크레빅화양점""",2019.12.20,2018.12.20
4133,"""나이키타운""",2019.06.30,2018.06.30
4134,"""대신기업(주)송파영업소""",2019.07.31,2018.07.31
4135,"""그린조이수지죽전점""",2019.05.31,2018.05.31
4136,"""그린조이수지죽전점""",2019.05.31,2018.05.31
4137,"""선영축산가영미트""",2021.12.24,2020.12.24
4138,"""한국판넬지점""",2019.12.31,2018.12.31
4139,"""더드림홀딩스(카페드림중앙대학교점)""",2019.03.31,2018.03.31
4140,"""신한코리아의왕점""",2022.02.28,2021.02.28
4141,"""마노핀익스프레스종각2호역점""",2020.06.30,2019.06.30
4142,"""토아푸드시스템엉끌드파리""",2020.04.06,2019.04.06
4143,"""삼안통상(주)양재역주차장""",2021.06.30,2020.06.30
4144,"""손샘영어침산원어학원""",2022.01.01,2021.01.01
4145,"""인포피아써드웰지점""",2020.10.15,2019.10.15
4146,"""케이와이에너지(주)한영충전소""",2021.03.31,2020.03.31
4147,"""코레일관광개발(주)중소기업명""",2019.01.01,2018.01.01
4148,"""마노핀익스프레스을지로입구""",2020.06.30,2019.06.30
4149,"""인테그레이티드에너지(주)서해""",2020.08.31,2019.08.31
4150,"""자유에너지(주)대금주유소""",2020.12.31,2019.12.31
4151,"""삼천리렌트카금정영업소""",2020.11.05,2019.11.05
4152,"""풋마트코리아군산수송점""",2020.09.07,2019.09.07
4153,"""하우스앤하우즈오케이와치합정점""",2021.01.31,2020.01.31
4154,"""정진홈푸드전남도청점""",2021.10.06,2020.10.06
4155,"""더드림홀딩스(카페드림경남대학교점)""",2019.09.30,2018.09.30
4156,"""더드림홀딩스대구대학교""",2019.03.31,2018.03.31
4157,"""세무법인효림대구지사""",2020.09.29,2019.09.29
4158,"""이엘씨에이한국(유)아베다청담""",2019.12.31,2018.12.31
4159,"""로얄파트너스양평점(대동주유소)""",2022.05.17,2021.05.17
